"","firm","employee_id","salary"
"80","A",80,129.725735239713
"81","A",81,120.77364861594
"82","A",82,123.708455432534
"83","A",83,105.594218799029
"84","A",84,141.804472434776
"85","A",85,123.965390488095
"86","A",86,109.444750413
"87","A",87,119.573834639106
"88","A",88,123.592059431219
"89","A",89,135.872136249174
"90","A",90,132.217522155328
"91","A",91,125.585017623506
"92","A",92,128.361003330458
"93","A",93,130.428147862027
"94","A",94,120.123128626386
"95","A",95,112.117436581101
"96","A",96,126.402669156184
"97","A",97,119.135085712129
"98","A",98,119.455298304039
"99","A",99,118.44795853219
"100","A",100,117.957002565677
"101","B",1,164.929007242744
"102","B",2,195.704347511975
"103","B",3,174.531384293751
"104","B",4,171.902042996559
"105","B",5,97.2082182143194
"106","B",6,160.8865105241
"107","B",7,164.295302410854
"108","B",8,148.655009911499
"109","B",9,162.595604840539
"110","B",10,108.510201659556
"111","B",11,199.177310901556
"112","B",12,117.760819621412
"113","B",13,149.275196552665
"114","B",14,151.445601519646
"115","B",15,178.314637029333
"116","B",16,120.776413455562
"117","B",17,145.6595763739
"118","B",18,137.580219219154
"119","B",19,150.567082770839
"120","B",20,155.594732020938
"121","B",21,147.515477350665
"122","B",22,134.117494133602
"123","B",23,144.025404624128
"124","B",24,160.297379943532
"125","B",25,68.9130644334465
"126","B",26,129.148079754104
"127","B",27,133.56248854063
"128","B",28,132.960270642154
"129","B",29,148.642428739353
"130","B",30,174.974289576194
"131","B",31,141.992042178457
"132","B",32,123.244223185688
"133","B",33,130.934964544113
"134","B",34,154.67577189906
"135","B",35,147.12170276
"136","B",36,132.339083175074
"137","B",37,159.687036964367
"138","B",38,145.762325782829
"139","B",39,176.53095141283
"140","B",40,156.59463008728
"141","B",41,85.2709258870093
"142","B",42,161.729124416746
"143","B",43,135.476376925919
"144","B",44,150.931118826696
"145","B",45,156.65912915528
"146","B",46,159.286135524906
"147","B",47,147.765297438944
"148","B",48,154.102238016197
"149","B",49,143.518631488457
"150","B",50,166.333880299363
"151","B",51,164.137767222827
"152","B",52,165.425287807174
"153","B",53,209.795280132313
"154","B",54,133.181014720918
"155","B",55,167.237644359674
"156","B",56,158.266405259666
"157","B",57,156.470928634363
"158","B",58,163.496739374246
"159","B",59,182.017903325884
"160","B",60,176.902899094839
"161","B",61,128.444981700631
"162","B",62,188.342317967297
"163","B",63,122.852894726953
"164","B",64,183.120282046439
"165","B",65,182.399919232054
"166","B",66,153.693622242124
"167","B",67,137.336956734926
"168","B",68,161.715015622002
"169","B",69,150.900250164158
"170","B",70,173.873237441003
"171","B",71,146.40166974319
"172","B",72,176.906148438229
"173","B",73,131.588129240183
"174","B",74,122.407647129379
"175","B",75,128.639443288337
"176","B",76,117.801457751689
"177","B",77,115.0022157325
"178","B",78,139.190619423717
"179","B",79,121.804447865921
"180","B",80,128.51659348015
"181","B",81,147.966872699394
"182","B",82,136.001730855153
"183","B",83,156.566523859727
"184","B",84,160.943054692782
"185","B",85,138.120281604003
"186","B",86,163.222719146888
"187","B",87,168.347871815634
"188","B",88,137.871484217488
"189","B",89,121.968410714004
"190","B",90,130.232286445979
"191","B",91,173.364531689457
"192","B",92,127.792694304962
"193","B",93,167.377899478626
"194","B",94,133.238235580872
"195","B",95,167.618136114767
"196","B",96,155.662366682928
"197","B",97,166.726139297867
"198","B",98,164.973008840526
"199","B",99,161.689132926001
"200","B",100,173.908138287698
"201","C",1,106.429081331146
"202","C",2,123.572642463355
"203","C",3,122.980560123847
"204","C",4,138.27210917297
"205","C",5,79.4053937426723
"206","C",6,114.727708463706
"207","C",7,114.692475738808
"208","C",8,112.984861369365
"209","C",9,203.839139644343
"210","C",10,113.95977508256
"211","C",11,119.380250053424
"212","C",12,106.232293664116
"213","C",13,135.219860364357
"214","C",14,119.637854208128
"215","C",15,200.52730921487
"216","C",16,102.199410505236
"217","C",17,116.35962370752
"218","C",18,129.180020900356
"219","C",19,133.524709660691
"220","C",20,132.160972330552
"221","C",21,140.359844709082
"222","C",22,100.235119699667
"223","C",23,107.77751035761
"224","C",24,92.7578078520512
"225","C",25,100.253026856418
"226","C",26,84.1136815369339
"227","C",27,93.9303191732694
"228","C",28,130.103027424851
"229","C",29,139.536253178102
"230","C",30,142.290933800461
"231","C",31,160.574562716256
"232","C",32,190.229879268148
"233","C",33,165.308217457798
"234","C",34,119.504401617453
"235","C",35,115.181895121669
"236","C",36,139.515303021119
"237","C",37,147.045173614212
"238","C",38,108.861070188169
"239","C",39,104.520976921878
"240","C",40,124.283748550947
"241","C",41,158.359385608571
"242","C",42,172.340234029806
"243","C",43,148.528993500098
"244","C",44,208.001290716513
"245","C",45,123.937681056795
"246","C",46,129.121414291128
"247","C",47,106.721306301611
"248","C",48,96.6212370797863
"249","C",49,105.914062635673
"250","C",50,81.3862663003279
"251","C",51,127.68489155234
"252","C",52,92.762707786729
"253","C",53,126.339957868462
"254","C",54,101.768251864789
"255","C",55,122.643296423778
"256","C",56,121.057809239626
"257","C",57,154.730840887286
"258","C",58,121.117195776367
"259","C",59,128.513965789484
"260","C",60,117.004640668063
"261","C",61,134.247612682077
"262","C",62,122.443952651789
"263","C",63,127.180201728073
"264","C",64,96.40689640835
"265","C",65,149.486252579231
"266","C",66,176.448864366496
"267","C",67,120.664002526904
"268","C",68,101.562175093115
"269","C",69,136.928641877364
"270","C",70,122.490719735726
"271","C",71,117.673892417172
"272","C",72,107.688964065712
"273","C",73,130.484317114109
"274","C",74,101.974002433145
"275","C",75,115.622785512283
"276","C",76,161.276511402728
"277","C",77,98.9059737789487
"278","C",78,124.783536290136
"279","C",79,116.319474995305
"280","C",80,151.854341319255
"281","C",81,135.193017050513
"282","C",82,103.74081420087
"283","C",83,123.528950512605
"284","C",84,103.674011274255
"285","C",85,108.918479522515
"286","C",86,105.626841750614
"287","C",87,119.343877030365
"288","C",88,114.347238914907
"289","C",89,119.651377509985
"290","C",90,105.801041101423
"291","C",91,118.080980941458
"292","C",92,118.849036400056
"293","C",93,115.958604902559
"294","C",94,124.437871083682
"295","C",95,79.5665250097674
"296","C",96,129.685539083458
"297","C",97,84.4077043813085
"298","C",98,101.777895527512
"299","C",99,208.568119835252
"300","C",100,107.716757289471
"301","D",1,129.382520096708
"302","D",2,140.162403314096
"303","D",3,153.717013450687
"304","D",4,153.498862494016
"305","D",5,94.5853725436964
"306","D",6,128.946201199051
"307","D",7,108.666755615544
"308","D",8,118.56945778674
"309","D",9,135.273625120652
"310","D",10,103.482903780762
"311","D",11,143.901528365385
"312","D",12,166.849959901005
"313","D",13,176.078081597807
"314","D",14,147.881251177135
"315","D",15,116.478172865989
"316","D",16,146.004675937594
"317","D",17,152.086099411508
"318","D",18,171.00437048159
"319","D",19,132.942151084204
"320","D",20,100.712288827047
"321","D",21,144.924238153583
"322","D",22,161.237716023776
"323","D",23,131.240869525594
"324","D",24,159.459584491869
"325","D",25,108.295636310636
"326","D",26,166.455765907427
"327","D",27,137.802021428598
"328","D",28,102.727639133585
"329","D",29,186.551440306612
"330","D",30,174.531193670491
"331","D",31,148.13139398521
"332","D",32,120.500205488232
"333","D",33,110.757768666547
"334","D",34,164.420000715559
"335","D",35,147.518474639447
"336","D",36,128.187649771628
"337","D",37,131.491718674109
"338","D",38,141.900533179785
"339","D",39,114.373143389111
"340","D",40,139.418996721056
"341","D",41,130.27000942857
"342","D",42,105.353552944826
"343","D",43,132.193101040911
"344","D",44,131.229266878692
"345","D",45,136.619494735798
"346","D",46,125.90112353269
"347","D",47,136.678360824257
"348","D",48,140.179786533967
"349","D",49,126.53808446906
"350","D",50,103.867085270009
"351","D",51,115.910936597652
"352","D",52,137.413830973997
"353","D",53,161.21239966656
"354","D",54,134.687891831217
"355","D",55,149.964321704467
"356","D",56,195.857310579491
"357","D",57,128.940671911248
"358","D",58,101.05752993738
"359","D",59,176.424633815003
"360","D",60,126.285903255128
"361","D",61,143.116454239011
"362","D",62,124.85891157744
"363","D",63,160.478455480053
"364","D",64,155.877077629189
"365","D",65,152.462020307277
"366","D",66,148.744950539318
"367","D",67,138.528384969698
"368","D",68,140.371646037632
"369","D",69,134.469657711871
"370","D",70,151.995228334362
"371","D",71,178.724416238515
"372","D",72,148.609108910312
"373","D",73,111.469252057224
"374","D",74,137.299299092502
"375","D",75,109.510871523539
"376","D",76,165.608045165726
"377","D",77,136.304322645445
"378","D",78,136.478125734591
"379","D",79,142.945306475166
"380","D",80,135.045898316852
"381","D",81,165.264501510828
"382","D",82,123.813035226576
"383","D",83,132.12982688286
"384","D",84,133.279379676638
"385","D",85,102.559021769848
"386","D",86,136.371942978636
"387","D",87,137.193069450471
"388","D",88,165.147061726277
"389","D",89,136.360647265659
"390","D",90,176.070093348197
"391","D",91,167.965044593316
"392","D",92,126.690589635193
"393","D",93,133.523563126561
"394","D",94,181.752360406708
"395","D",95,124.192303658827
"396","D",96,166.641074141486
"397","D",97,139.402354192479
"398","D",98,129.407795264662
"399","D",99,153.303168107664
"400","D",100,140.997364677183
