"","X","Y"
"94",29.5391691672329,50.5128241624987
"95",32.1765213689089,46.6303530792767
"96",22.0956942989136,42.6833736478802
"97",25.5596844337459,32.2073520447415
"98",40.1222596231402,30.6649853218821
"99",33.4239277410894,36.9271079765446
"100",37.8892429807147,42.3123019217899
"101",13.5433816197603,35.1226623854922
"102",50.1146505240722,22.4647739368704
"103",65.0989944039524,32.9994967432529
"104",48.865271968464,23.8175638095098
"105",26.1452044054277,22.4435262750068
"106",60.0948754394022,28.0012033571472
"107",8.12657343042843,36.2876966010852
"108",71.4759478869606,27.0743578273044
"109",30.8806268334223,23.5995734580095
"110",32.0889746420241,29.9945683410243
"111",35.4971053325134,37.804519556876
"112",34.8758382957302,21.5402304487622
"113",21.2639219933585,43.3852896391922
"114",40.732870614871,30.8942960830501
"115",30.3791747347411,34.1958779708379
"116",49.4928505632365,35.4396937656026
"117",46.4483499932174,26.6456521920654
"118",53.0409796544721,33.391533605988
"119",52.1201352251928,36.2345156753383
"120",50.5599083791391,24.6998560650904
"121",57.6358596144549,23.7477022821487
"122",39.5386931305548,26.1572941280332
"123",46.8261058683953,33.8021232065961
"124",39.2776185345915,30.705579327931
"125",26.4697157136633,29.0378663253135
"126",77.0372518144161,20.9690756493007
"127",42.4488114327438,34.1206162415333
"128",38.9039501501229,44.2007156208304
"129",45.8517125178887,29.8174104412349
"130",18.9954782180187,28.9408541962167
"131",53.6279991758695,47.1987367548913
"132",32.6752534388398,52.4604629821748
"133",45.3595226883538,59.4152044705192
"134",44.6692433481627,51.8049623830126
"135",33.7953556293274,54.0255434640664
"136",50.2473831489675,50.5896627915259
"137",51.5898248980461,40.3825075123099
"138",32.7204431793336,50.1057970557658
"139",50.9494874616096,43.6454864436267
"140",50.6645166278185,51.5860729301935
"141",8.30792962537542,43.7830747776621
"142",26.4839404423677,43.1516598477802
"143",45.2234491597381,46.3308013101554
"144",29.8614621311462,52.9584537941465
"145",43.4514140949044,50.9920386182977
"146",31.5145457982689,63.6349175465611
"147",31.2532665833282,51.4729089743415
"148",41.3492576020725,55.8693217215857
"149",51.4416023529035,56.6429236207327
"150",39.9951161191479,43.4181452027985
"151",66.1072931772182,63.1755508818103
"152",73.572229273236,62.611188302221
"153",67.3913214798661,66.1651113231479
